CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,NUMBER OF PERSONS KILLED,NUMBER OF PERSONS INJURED,CONTRIBUTING FACTOR VEHICLE 1,VEHICLE_MAKE,DRIVER_LICENSE_STATUS,VEHICLE_TYPE,PERSON_INJURY,PERSON_AGE,PERSON_SEX,TOTAL_INCIDENTS
9/7/22,19:51,BROOKLYN,11234,0,3,Turning Improperly,OTHER,Licensed,motorcycle,Injured,36,F,1
12/7/21,14:30,BRONX,10467,0,1,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,OTHER,Permit,motorcycle,Unspecified,34,F,1
6/14/24,5:40,BRONX,10468,0,1,Turning Improperly,OTHER,Permit,motorcycle,Unspecified,25,M,1
12/9/23,15:05,BRONX,10468,0,1,Unsafe Lane Changing,OTHER,Permit,moped,Unspecified,50,M,1
12/9/23,15:05,BRONX,10468,0,1,Unsafe Lane Changing,OTHER,Permit,moped,Injured,49,F,1
8/7/24,21:04,BRONX,10468,0,0,Driverless/Runaway Vehicle,OTHER,Permit,moped,Unspecified,22,M,1
7/24/21,1:14,BROOKLYN,11236,0,1,Unspecified,OTHER,Licensed,motorcycle,Unspecified,58,M,1
5/24/20,8:32,BRONX,10469,0,0,Driver Inattention/Distraction,OTHER,Unlicensed,motorcycle,Unspecified,31,M,1
11/24/23,20:19,BRONX,10469,0,1,Failure to Yield Right-of-Way,OTHER,Unlicensed,motorcycle,Injured,24,M,1
3/13/24,22:50,BRONX,10469,0,0,Unsafe Speed,OTHER,Unlicensed,moped,Unspecified,29,M,1
9/18/24,17:30,BROOKLYN,11237,0,1,Following Too Closely,OTHER,Licensed,moped,Injured,20,M,1
9/18/24,17:30,BROOKLYN,11237,0,1,Following Too Closely,OTHER,Licensed,moped,Unspecified,27,F,1
8/21/24,19:40,BRONX,10470,0,1,View Obstructed/Limited,YAMAHA,Licensed,motorcycle,Injured,49,M,1
8/14/24,17:09,BRONX,10474,0,0,Unspecified,OTHER,Unlicensed,motorcycle,Unspecified,48,F,1
8/14/24,17:09,BRONX,10474,0,0,Unspecified,OTHER,Unlicensed,motorcycle,Unspecified,32,M,1
11/18/22,17:30,BROOKLYN,11249,0,1,Traffic Control Disregarded,OTHER,Licensed,moped,Injured,34,M,1
6/20/20,15:30,QUEENS,11004,0,1,Failure to Yield Right-of-Way,OTHER,Licensed,motorcycle,Injured,35,M,1
11/1/23,3:10,MANHATTAN,10003,0,0,Driver Inexperience,OTHER,Unlicensed,moped,Unspecified,38,M,1
3/19/24,11:58,MANHATTAN,10007,0,0,Turning Improperly,YAMAHA,Licensed,motorcycle,Unspecified,63,M,1
10/14/23,11:42,MANHATTAN,10010,0,1,Driver Inattention/Distraction,OTHER,Unlicensed,moped,Unspecified,59,F,1
3/28/24,6:00,MANHATTAN,10013,0,0,Traffic Control Disregarded,OTHER,Unlicensed,moped,Unspecified,56,M,1
1/12/24,0:22,MANHATTAN,10016,0,1,Following Too Closely,OTHER,Permit,moped,Injured,27,M,1
3/3/24,16:20,MANHATTAN,10018,0,0,Unsafe Speed,OTHER,Licensed,motorbike,Unspecified,39,M,1
10/27/22,8:40,MANHATTAN,10022,0,0,Driver Inattention/Distraction,OTHER,Licensed,motorcycle,Unspecified,37,M,1
8/8/23,11:15,MANHATTAN,10023,0,1,View Obstructed/Limited,OTHER,Unlicensed,motorcycle,Unspecified,37,M,1
2/15/22,8:53,MANHATTAN,10027,0,1,Driver Inattention/Distraction,OTHER,Licensed,moped,Unspecified,65,M,1
10/17/21,14:20,MANHATTAN,10028,0,1,Driver Inattention/Distraction,OTHER,Permit,motorcycle,Unspecified,55,M,1
7/16/20,15:39,MANHATTAN,10029,0,0,Unspecified,OTHER,Licensed,moped,Unspecified,30,M,1
7/18/20,2:25,MANHATTAN,10031,0,4,Following Too Closely,OTHER,Unlicensed,moped,Unspecified,42,M,1
6/23/24,23:10,MANHATTAN,10033,0,1,Traffic Control Disregarded,OTHER,Unlicensed,moped,Injured,23,M,1
1/17/24,13:10,MANHATTAN,10033,0,1,Driver Inexperience,OTHER,Unlicensed,motorcycle,Injured,32,M,1
3/18/24,17:40,MANHATTAN,10034,0,1,Unsafe Speed,OTHER,Unlicensed,moped,Injured,34,M,1
3/18/24,17:40,MANHATTAN,10034,0,1,Unsafe Speed,OTHER,Unlicensed,moped,Unspecified,66,M,1
5/9/23,16:04,MANHATTAN,10034,0,1,Failure to Yield Right-of-Way,OTHER,Licensed,motorcycle,Unspecified,26,F,1
2/8/20,17:35,MANHATTAN,10035,0,0,Passing or Lane Usage Improper,OTHER,Licensed,motorcycle,Unspecified,42,F,1
6/15/23,17:35,MANHATTAN,10036,0,1,Unspecified,OTHER,Licensed,motorcycle,Injured,57,M,1
8/26/24,8:30,MANHATTAN,10036,0,1,Unspecified,BMW,Licensed,motorcycle,Injured,35,M,1
5/16/21,11:50,STATEN ISLAND,10301,0,1,Passing or Lane Usage Improper,OTHER,Unlicensed,motorbike,Injured,49,M,1
9/19/20,17:00,STATEN ISLAND,10304,0,2,Unspecified,OTHER,Licensed,motorcycle,Injured,47,M,1
8/12/22,17:02,STATEN ISLAND,10305,0,1,Following Too Closely,OTHER,Licensed,motorcycle,Injured,52,M,1
1/31/20,6:55,STATEN ISLAND,10312,0,1,Pavement Slippery,OTHER,Licensed,motorcycle,Injured,32,M,1
10/11/22,14:25,MANHATTAN,10065,0,0,Driver Inattention/Distraction,OTHER,Licensed,motorcycle,Unspecified,52,M,1
9/2/22,17:10,QUEENS,11101,0,1,Turning Improperly,OTHER,Licensed,moped,Injured,23,M,1
7/8/23,19:38,QUEENS,11103,0,1,Unspecified,OTHER,Licensed,motorcycle,Unspecified,28,M,1
10/26/24,23:19,QUEENS,11104,0,1,Driver Inattention/Distraction,OTHER,Permit,moped,Injured,24,M,1
10/26/22,12:50,QUEENS,11106,0,1,Failure to Yield Right-of-Way,OTHER,Licensed,moped,Injured,56,M,1
11/19/22,16:40,QUEENS,11106,0,1,Passing or Lane Usage Improper,YAMAHA,Licensed,moped,Unspecified,63,M,1
3/24/24,14:21,QUEENS,11106,0,1,Failure to Yield Right-of-Way,OTHER,Licensed,motorcycle,Unspecified,26,M,1
8/23/24,12:01,QUEENS,11106,0,2,Turning Improperly,OTHER,Unlicensed,moped,Injured,24,M,1
8/23/24,12:01,QUEENS,11106,0,2,Turning Improperly,YAMAHA,Licensed,moped,Injured,26,M,1
5/27/24,0:17,QUEENS,11368,0,1,Unsafe Speed,YAMAHA,Unlicensed,motorcycle,Unspecified,28,M,1
10/22/21,16:40,QUEENS,11368,0,1,Reaction to Uninvolved Vehicle,YAMAHA,Licensed,moped,Injured,41,M,1
1/5/24,16:55,QUEENS,11369,0,1,Failure to Yield Right-of-Way,OTHER,Unlicensed,moped,Unspecified,36,M,1
4/24/24,17:15,QUEENS,11372,0,1,Driver Inexperience,OTHER,Licensed,motorcycle,Injured,42,M,1
4/24/24,17:15,QUEENS,11372,0,1,Driver Inexperience,OTHER,Licensed,motorcycle,Unspecified,56,F,1
6/21/20,21:05,QUEENS,11372,0,2,Driver Inattention/Distraction,YAMAHA,Licensed,moped,Injured,25,F,1
4/1/24,23:35,QUEENS,11372,0,0,Driver Inexperience,OTHER,Unlicensed,motorcycle,Unspecified,39,M,1
3/16/21,10:30,QUEENS,11373,0,1,Driver Inattention/Distraction,OTHER,Licensed,motorcycle,Injured,22,M,1
6/24/22,19:00,QUEENS,11375,0,1,Traffic Control Disregarded,OTHER,Licensed,motorcycle,Unspecified,37,M,1
10/19/22,13:12,QUEENS,11375,0,1,Unsafe Speed,OTHER,Unlicensed,moped,Unspecified,39,F,1
10/19/22,13:12,QUEENS,11375,0,1,Unsafe Speed,OTHER,Unlicensed,moped,Injured,18,M,1
7/23/22,18:25,QUEENS,11377,0,1,Driver Inattention/Distraction,YAMAHA,Licensed,moped,Unspecified,48,F,1
8/4/22,13:10,QUEENS,11378,0,1,Passing or Lane Usage Improper,YAMAHA,Licensed,motorcycle,Injured,49,M,1
8/1/23,17:20,QUEENS,11378,0,1,Driver Inattention/Distraction,OTHER,Permit,moped,Unspecified,26,M,1
8/1/23,17:20,QUEENS,11378,0,1,Driver Inattention/Distraction,OTHER,Permit,moped,Injured,24,M,1
11/1/24,17:13,QUEENS,11379,1,0,Unspecified,OTHER,Unlicensed,motorcycle,Unspecified,29,M,1
2/6/24,22:10,QUEENS,11385,0,1,Driver Inexperience,OTHER,Unlicensed,moped,Unspecified,71,M,1
11/6/21,12:17,MANHATTAN,10128,0,1,Driver Inattention/Distraction,OTHER,Licensed,motorcycle,Injured,20,M,1
6/1/20,14:00,QUEENS,11412,0,0,Unsafe Lane Changing,YAMAHA,Licensed,motorcycle,Unspecified,30,M,1
7/2/23,12:30,QUEENS,11418,0,3,Failure to Yield Right-of-Way,OTHER,Unlicensed,moped,Injured,30,M,1
8/20/22,12:15,QUEENS,11421,0,1,Traffic Control Disregarded,OTHER,Licensed,motorcycle,Unspecified,64,F,1
10/28/24,17:05,QUEENS,11429,0,1,Passing or Lane Usage Improper,OTHER,Licensed,motorcycle,Injured,37,M,1
4/20/24,19:30,QUEENS,11434,0,1,Unspecified,OTHER,Licensed,motorcycle,Unspecified,29,M,1
7/8/23,17:42,QUEENS,11434,0,1,Unsafe Speed,YAMAHA,Licensed,motorcycle,Injured,42,M,1
6/23/22,15:30,BROOKLYN,11201,0,1,Traffic Control Disregarded,OTHER,Unlicensed,motorcycle,Injured,53,M,1
8/30/24,19:20,BROOKLYN,11203,0,1,Unspecified,OTHER,Permit,motorbike,Unspecified,65,M,1
8/26/22,12:35,BROOKLYN,11206,0,1,Turning Improperly,OTHER,Licensed,motorcycle,Unspecified,30,M,1
9/18/23,16:20,BROOKLYN,11207,0,2,Unspecified,OTHER,Licensed,moped,Injured,20,M,1
8/3/20,13:21,BROOKLYN,11208,1,0,Traffic Control Disregarded,YAMAHA,Licensed,motorcycle,Killed,23,M,1
7/31/21,20:05,BROOKLYN,11208,0,2,Driver Inattention/Distraction,BMW,Licensed,motorcycle,Injured,38,M,1
6/26/23,13:00,BROOKLYN,11209,0,0,Backing Unsafely,OTHER,Licensed,motorcycle,Unspecified,44,M,1
7/1/21,6:57,BROOKLYN,11211,0,2,Backing Unsafely,OTHER,Licensed,motorcycle,Injured,26,M,1
7/1/21,6:57,BROOKLYN,11211,0,2,Backing Unsafely,OTHER,Licensed,motorcycle,Injured,37,M,1
7/11/22,11:00,BROOKLYN,11211,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,YAMAHA,Licensed,motorcycle,Unspecified,34,F,1
6/30/23,11:15,BROOKLYN,11211,0,1,Alcohol Involvement,UNKNOWN,Permit,moped,Injured,21,M,1
3/29/23,13:35,BROOKLYN,11213,0,1,Following Too Closely,OTHER,Licensed,motorcycle,Injured,34,M,1
6/28/23,12:06,BROOKLYN,11214,0,1,Driver Inattention/Distraction,OTHER,Licensed,moped,Unspecified,60,F,1
4/27/24,0:07,BROOKLYN,11214,0,0,Driver Inattention/Distraction,OTHER,Permit,moped,Unspecified,18,M,1
4/27/24,0:07,BROOKLYN,11214,0,0,Driver Inattention/Distraction,OTHER,Permit,moped,Unspecified,51,F,1
8/16/23,8:30,BROOKLYN,11215,0,1,View Obstructed/Limited,OTHER,Unlicensed,moped,Injured,30,M,1
5/31/24,21:45,BROOKLYN,11215,0,1,Unsafe Speed,OTHER,Licensed,motorcycle,Unspecified,57,M,1
6/19/24,3:16,BROOKLYN,11216,0,1,Driver Inattention/Distraction,OTHER,Unlicensed,motorcycle,Unspecified,42,M,1
4/9/23,13:40,BROOKLYN,11216,0,1,Driver Inattention/Distraction,OTHER,Licensed,motorcycle,Unspecified,46,M,1
9/29/23,15:20,BRONX,10451,0,1,Driver Inexperience,OTHER,Unlicensed,moped,Injured,21,M,1
7/8/24,14:33,BRONX,10451,0,0,Traffic Control Disregarded,OTHER,Licensed,moped,Unspecified,45,M,1
8/14/24,18:01,BRONX,10451,0,1,Traffic Control Disregarded,OTHER,Licensed,moped,Injured,24,M,1
6/5/22,18:10,BRONX,10452,0,1,Driver Inattention/Distraction,OTHER,Licensed,motorcycle,Injured,39,M,1
8/29/21,3:17,BRONX,10452,0,3,Driver Inattention/Distraction,OTHER,Licensed,motorcycle,Injured,56,M,1
8/4/22,22:30,BRONX,10453,0,1,Passing Too Closely,OTHER,Unlicensed,moped,Unspecified,57,M,1
10/8/20,14:00,BRONX,10453,0,1,Driver Inattention/Distraction,OTHER,Licensed,motorbike,Injured,37,M,1
7/14/20,20:56,BROOKLYN,11221,0,0,Driver Inattention/Distraction,YAMAHA,Licensed,motorcycle,Unspecified,36,M,1
5/18/23,1:05,BROOKLYN,11221,0,1,Driver Inexperience,OTHER,Unlicensed,moped,Unspecified,29,M,1
10/26/21,16:18,BROOKLYN,11221,0,0,Backing Unsafely,OTHER,Licensed,motorbike,Unspecified,44,M,1
6/23/23,13:03,BRONX,10454,0,0,Failure to Yield Right-of-Way,OTHER,Unlicensed,motorcycle,Unspecified,42,M,1
4/30/24,21:23,BROOKLYN,11222,0,1,Traffic Control Disregarded,OTHER,Unlicensed,motorcycle,Injured,27,M,1
4/30/24,21:23,BROOKLYN,11222,0,1,Traffic Control Disregarded,OTHER,Unlicensed,motorcycle,Unspecified,25,M,1
10/7/22,11:42,BROOKLYN,11222,0,1,Backing Unsafely,OTHER,Licensed,motorcycle,Unspecified,44,F,1
1/22/24,7:40,BRONX,10455,0,1,Driver Inattention/Distraction,OTHER,Licensed,motorcycle,Unspecified,63,M,1
1/22/24,7:40,BRONX,10455,0,1,Driver Inattention/Distraction,OTHER,Licensed,motorcycle,Injured,36,M,1
11/13/20,21:04,BRONX,10455,0,0,Unspecified,OTHER,Licensed,motorcycle,Unspecified,33,M,1
11/13/20,21:04,BRONX,10455,0,0,Unspecified,OTHER,Licensed,motorcycle,Unspecified,25,M,1
11/16/23,21:25,BRONX,10455,0,1,Unspecified,YAMAHA,Licensed,motorbike,Injured,37,M,1
7/14/24,19:22,BRONX,10456,0,1,Traffic Control Disregarded,OTHER,Licensed,moped,Injured,33,M,1
11/3/24,22:40,BRONX,10457,0,1,Unspecified,OTHER,Permit,moped,Injured,24,M,1
12/16/23,14:24,BRONX,10457,0,1,Unsafe Speed,OTHER,Licensed,motorcycle,Unspecified,26,M,1
7/26/24,10:34,BRONX,10457,0,1,Passing or Lane Usage Improper,OTHER,Licensed,motorcycle,Injured,34,F,1
4/15/24,20:26,BRONX,10457,0,2,Passing Too Closely,OTHER,Unlicensed,motorcycle,Injured,17,M,1
11/10/23,14:57,BROOKLYN,11225,0,1,Driver Inattention/Distraction,OTHER,Unlicensed,motorcycle,Injured,20,M,1
10/20/23,11:13,BRONX,10459,0,0,Unspecified,OTHER,Licensed,motorcycle,Unspecified,35,M,1
10/20/23,11:13,BRONX,10459,0,0,Unspecified,OTHER,Licensed,motorcycle,Unspecified,53,F,1
3/30/21,13:31,BRONX,10460,0,1,Traffic Control Disregarded,OTHER,Unlicensed,motorcycle,Unspecified,35,F,1
3/23/24,18:20,BRONX,10460,0,0,Passing or Lane Usage Improper,OTHER,Licensed,moped,Unspecified,41,M,1
8/12/22,16:50,BROOKLYN,11228,0,1,Failure to Yield Right-of-Way,OTHER,Licensed,motorcycle,Unspecified,53,M,1
9/22/23,17:22,BRONX,10461,0,1,Unsafe Lane Changing,OTHER,Permit,moped,Unspecified,63,M,1
8/8/24,1:39,BROOKLYN,11230,0,1,Pavement Defective,OTHER,Licensed,motorcycle,Injured,24,M,1
8/8/24,1:39,BROOKLYN,11230,0,1,Pavement Defective,OTHER,Licensed,motorcycle,Unspecified,37,M,1
8/25/21,16:53,BROOKLYN,11230,0,1,Unspecified,OTHER,Licensed,moped,Injured,37,M,1
3/25/24,13:04,BROOKLYN,11231,0,1,Failure to Yield Right-of-Way,OTHER,Permit,motorcycle,Unspecified,23,M,1
8/27/22,19:28,BROOKLYN,11232,0,1,Unsafe Speed,OTHER,Unlicensed,moped,Injured,40,M,1
6/16/24,18:03,BROOKLYN,11233,0,1,Aggressive Driving/Road Rage,OTHER,Unlicensed,motorcycle,Unspecified,27,M,1
5/28/23,13:00,BROOKLYN,11233,0,0,Passing or Lane Usage Improper,OTHER,Licensed,moped,Unspecified,29,M,1
1/17/21,10:40,BRONX,10466,0,1,Driver Inattention/Distraction,OTHER,Licensed,motorcycle,Injured,35,M,1
12/16/20,15:02,BROOKLYN,11234,0,1,Passing Too Closely,OTHER,Licensed,motorcycle,Unspecified,27,M,1
7/8/24,15:11,BROOKLYN,11234,0,1,Failure to Yield Right-of-Way,OTHER,Licensed,motorcycle,Unspecified,60,M,1
7/8/24,15:11,BROOKLYN,11234,0,1,Failure to Yield Right-of-Way,OTHER,Licensed,motorcycle,Injured,50,M,1
2/4/24,10:15,BRONX,10467,0,1,Other Vehicular,OTHER,Licensed,moped,Unspecified,56,M,1
2/4/24,10:15,BRONX,10467,0,1,Other Vehicular,OTHER,Licensed,moped,Injured,22,M,1
6/23/23,8:40,BRONX,10467,0,1,Driver Inattention/Distraction,OTHER,Licensed,motorcycle,Injured,28,M,1
6/23/23,8:40,BRONX,10467,0,1,Driver Inattention/Distraction,OTHER,Licensed,motorcycle,Unspecified,37,M,1
3/11/21,16:41,BROOKLYN,11235,0,1,Unspecified,OTHER,Licensed,motorcycle,Unspecified,19,M,1
5/6/24,18:57,BRONX,10468,0,1,Turning Improperly,OTHER,Licensed,motorcycle,Unspecified,47,M,1
9/23/24,9:35,BRONX,10468,0,1,Driver Inattention/Distraction,OTHER,Permit,moped,Injured,27,M,1
5/14/21,23:29,BRONX,10468,0,1,Unsafe Lane Changing,OTHER,Licensed,motorcycle,Unspecified,43,F,1
7/16/21,18:30,BRONX,10468,0,1,Aggressive Driving/Road Rage,OTHER,Unlicensed,moped,Injured,62,M,1
8/5/20,2:25,BROOKLYN,11236,0,2,Driver Inattention/Distraction,YAMAHA,Licensed,motorcycle,Injured,18,M,1
5/18/21,22:47,BROOKLYN,11236,0,0,Unspecified,YAMAHA,Licensed,motorcycle,Unspecified,34,M,1
5/27/22,4:14,BRONX,10470,0,1,Driver Inattention/Distraction,UNKNOWN,Unlicensed,motorcycle,Injured,49,M,1
6/16/21,15:10,BROOKLYN,11238,0,1,Unspecified,OTHER,Licensed,motorcycle,Injured,39,M,1
7/7/22,15:25,BROOKLYN,11238,0,1,Unspecified,OTHER,Unlicensed,motorcycle,Injured,37,M,1
8/8/22,22:04,BROOKLYN,11239,1,3,Failure to Yield Right-of-Way,OTHER,Unlicensed,motorcycle,Killed,36,M,1
9/30/24,13:15,BRONX,10472,0,1,Unspecified,OTHER,Licensed,motorcycle,Injured,55,M,1
9/30/24,13:15,BRONX,10472,0,1,Unspecified,OTHER,Licensed,motorcycle,Unspecified,63,M,1
6/10/24,16:10,BRONX,10474,0,1,Other Vehicular,OTHER,Permit,moped,Injured,24,M,1
9/11/24,21:20,BROOKLYN,11249,0,1,Traffic Control Disregarded,OTHER,Licensed,moped,Injured,22,M,1
10/9/22,11:05,MANHATTAN,10002,0,1,Unspecified,OTHER,Licensed,motorcycle,Injured,26,M,1
2/23/24,13:30,MANHATTAN,10016,0,1,Unspecified,OTHER,Licensed,moped,Unspecified,65,M,1
4/22/24,9:07,MANHATTAN,10016,0,1,Unsafe Lane Changing,OTHER,Unlicensed,moped,Unspecified,77,M,1
5/10/22,20:10,MANHATTAN,10017,0,1,Driver Inattention/Distraction,YAMAHA,Licensed,motorcycle,Injured,37,M,1
8/10/22,9:45,MANHATTAN,10019,0,1,Unspecified,OTHER,Licensed,motorbike,Injured,56,M,1
9/3/23,18:43,MANHATTAN,10022,0,2,Failure to Yield Right-of-Way,OTHER,Licensed,motorcycle,Unspecified,37,M,1
7/24/24,13:09,MANHATTAN,10025,0,1,Turning Improperly,OTHER,Licensed,motorcycle,Unspecified,45,M,1
9/23/20,17:40,MANHATTAN,10025,0,0,Driver Inattention/Distraction,OTHER,Licensed,moped,Unspecified,56,M,1
8/4/24,20:16,MANHATTAN,10026,0,1,Unspecified,OTHER,Licensed,motorcycle,Injured,35,M,1
3/20/24,14:10,MANHATTAN,10027,0,0,Turning Improperly,OTHER,Unlicensed,motorcycle,Unspecified,37,M,1
2/24/21,15:05,MANHATTAN,10028,0,0,Driver Inattention/Distraction,VESPA,Licensed,moped,Unspecified,34,F,1
2/24/21,15:05,MANHATTAN,10028,0,0,Driver Inattention/Distraction,VESPA,Licensed,moped,Unspecified,77,M,1
3/7/20,12:30,MANHATTAN,10028,0,0,Driver Inattention/Distraction,OTHER,Licensed,motorcycle,Unspecified,64,M,1
3/19/23,17:32,MANHATTAN,10029,0,3,Driver Inattention/Distraction,OTHER,Unlicensed,moped,Unspecified,52,M,1
11/19/21,9:01,MANHATTAN,10032,0,1,Failure to Yield Right-of-Way,OTHER,Permit,motorcycle,Unspecified,65,M,1
7/23/24,9:23,MANHATTAN,10034,0,0,Traffic Control Disregarded,OTHER,Unlicensed,moped,Unspecified,17,M,1
7/21/20,22:00,MANHATTAN,10035,0,1,Passing or Lane Usage Improper,OTHER,Unlicensed,moped,Injured,25,M,1
7/16/23,12:00,MANHATTAN,10037,0,0,Turning Improperly,OTHER,Unlicensed,motorcycle,Unspecified,36,M,1
10/10/23,20:00,STATEN ISLAND,10301,0,1,Unspecified,YAMAHA,Licensed,motorcycle,Injured,27,M,1
10/15/23,17:30,STATEN ISLAND,10309,0,1,Driver Inexperience,OTHER,Unlicensed,motorcycle,Injured,16,M,1
10/9/24,19:27,STATEN ISLAND,10312,1,2,Unsafe Speed,YAMAHA,Licensed,motorcycle,Injured,25,F,1
8/11/24,18:23,STATEN ISLAND,10314,0,1,Unsafe Speed,YAMAHA,Unlicensed,motorcycle,Injured,35,M,1
1/22/20,10:20,STATEN ISLAND,10314,0,1,Passing or Lane Usage Improper,OTHER,Licensed,motorcycle,Unspecified,23,F,1
5/5/24,19:18,MANHATTAN,10065,0,0,Unspecified,OTHER,Licensed,moped,Unspecified,32,M,1
8/25/20,11:08,MANHATTAN,10065,0,1,Passing or Lane Usage Improper,VESPA,Licensed,moped,Unspecified,45,M,1
1/10/24,12:55,QUEENS,11355,0,1,Unspecified,OTHER,Unlicensed,moped,Injured,41,M,1
6/7/24,6:05,QUEENS,11356,0,1,Passing or Lane Usage Improper,OTHER,Licensed,motorcycle,Unspecified,60,M,1
11/23/23,11:35,QUEENS,11101,0,1,Driver Inattention/Distraction,OTHER,Licensed,moped,Injured,53,M,1
7/6/24,20:22,QUEENS,11101,0,1,Unsafe Speed,OTHER,Licensed,moped,Injured,23,M,1
9/18/24,19:20,QUEENS,11101,0,1,Unsafe Lane Changing,OTHER,Licensed,motorcycle,Unspecified,49,M,1
3/4/21,13:00,QUEENS,11101,0,2,Driver Inattention/Distraction,BMW,Licensed,motorcycle,Injured,48,M,1
5/22/22,9:52,QUEENS,11103,0,2,Failure to Yield Right-of-Way,OTHER,Licensed,motorcycle,Unspecified,32,M,1
7/18/23,17:25,QUEENS,11105,0,1,Reaction to Uninvolved Vehicle,OTHER,Licensed,moped,Injured,51,M,1
7/18/23,17:25,QUEENS,11105,0,1,Reaction to Uninvolved Vehicle,OTHER,Licensed,moped,Unspecified,41,M,1
3/12/24,15:14,QUEENS,11361,0,1,Driver Inattention/Distraction,OTHER,Licensed,moped,Unspecified,42,F,1
3/3/22,15:15,QUEENS,11364,0,0,Driver Inattention/Distraction,OTHER,Licensed,motorcycle,Unspecified,65,M,1
3/3/22,15:15,QUEENS,11364,0,0,Driver Inattention/Distraction,OTHER,Licensed,motorcycle,Unspecified,55,M,1
12/10/21,19:30,QUEENS,11368,0,1,Driver Inattention/Distraction,OTHER,Licensed,motorcycle,Injured,38,M,1
6/7/24,16:23,QUEENS,11372,0,1,Unspecified,OTHER,Licensed,motorcycle,Injured,30,M,1
10/11/22,15:58,QUEENS,11374,0,1,Following Too Closely,OTHER,Licensed,motorcycle,Unspecified,64,M,1
4/14/24,16:15,QUEENS,11374,0,1,Failure to Yield Right-of-Way,OTHER,Permit,motorcycle,Injured,20,M,1
11/15/24,17:37,QUEENS,11377,0,1,View Obstructed/Limited,OTHER,Permit,moped,Unspecified,27,M,1
3/9/24,11:48,QUEENS,11377,0,1,Failure to Yield Right-of-Way,OTHER,Unlicensed,motorcycle,Unspecified,27,F,1
3/4/21,17:49,QUEENS,11379,0,1,Failure to Yield Right-of-Way,OTHER,Licensed,motorcycle,Unspecified,19,M,1
8/31/20,15:35,QUEENS,11385,0,1,Passing or Lane Usage Improper,YAMAHA,Licensed,motorcycle,Unspecified,49,M,1
3/13/22,17:15,QUEENS,11416,0,1,Failure to Yield Right-of-Way,OTHER,Licensed,motorcycle,Unspecified,27,M,1
4/18/20,13:45,QUEENS,11420,0,1,Aggressive Driving/Road Rage,OTHER,Licensed,motorcycle,Injured,25,M,1
9/23/22,16:00,QUEENS,11429,0,1,Unspecified,OTHER,Licensed,motorcycle,Unspecified,34,F,1
10/27/23,19:30,QUEENS,11434,0,1,Traffic Control Disregarded,OTHER,Licensed,motorcycle,Injured,46,M,1
6/17/21,14:20,QUEENS,11434,0,1,Turning Improperly,OTHER,Licensed,motorbike,Injured,25,M,1
3/9/21,15:25,QUEENS,11435,0,1,Traffic Control Disregarded,YAMAHA,Licensed,moped,Injured,56,M,1
6/20/20,19:35,BROOKLYN,11201,0,0,Passing or Lane Usage Improper,OTHER,Licensed,moped,Unspecified,30,M,1
6/21/23,15:55,BROOKLYN,11206,0,1,Passing or Lane Usage Improper,OTHER,Unlicensed,motorcycle,Injured,27,M,1
11/21/22,12:11,BROOKLYN,11206,0,1,Failure to Yield Right-of-Way,OTHER,Permit,motorcycle,Unspecified,57,M,1
10/20/24,14:20,BROOKLYN,11206,0,0,Driver Inattention/Distraction,OTHER,Licensed,motorbike,Unspecified,55,M,1
5/29/20,22:25,BROOKLYN,11207,0,1,Unspecified,OTHER,Licensed,motorcycle,Unspecified,31,M,1
7/19/23,14:45,BROOKLYN,11207,0,1,Other Vehicular,OTHER,Licensed,motorcycle,Unspecified,47,M,1
7/8/24,17:07,BROOKLYN,11207,0,1,Unspecified,OTHER,Licensed,moped,Injured,25,M,1
7/5/23,20:40,BROOKLYN,11210,0,1,Failure to Yield Right-of-Way,OTHER,Licensed,motorcycle,Injured,51,M,1
4/22/20,16:05,BROOKLYN,11211,0,1,Traffic Control Disregarded,OTHER,Licensed,motorbike,Unspecified,38,M,1
4/22/20,16:05,BROOKLYN,11211,0,1,Traffic Control Disregarded,OTHER,Licensed,motorbike,Injured,36,M,1
4/4/23,13:11,BROOKLYN,11212,0,1,Turning Improperly,OTHER,Permit,motorcycle,Injured,32,M,1
10/14/23,18:28,BROOKLYN,11213,0,1,Failure to Yield Right-of-Way,OTHER,Unlicensed,motorcycle,Injured,35,M,1
7/29/23,13:20,BROOKLYN,11214,0,1,Driver Inattention/Distraction,OTHER,Permit,motorcycle,Injured,27,M,1
7/29/23,13:20,BROOKLYN,11214,0,1,Driver Inattention/Distraction,OTHER,Permit,motorcycle,Unspecified,68,M,1
10/8/22,13:09,BROOKLYN,11214,0,1,Unsafe Lane Changing,YAMAHA,Licensed,motorcycle,Unspecified,41,M,1
6/28/24,12:00,BROOKLYN,11214,0,1,Driver Inattention/Distraction,UNKNOWN,Unlicensed,moped,Unspecified,50,M,1
11/19/24,17:36,BROOKLYN,11215,0,1,Unspecified,OTHER,Permit,moped,Unspecified,37,F,1
6/21/24,16:05,BROOKLYN,11215,0,1,Passing or Lane Usage Improper,OTHER,Permit,moped,Unspecified,20,M,1
9/11/24,21:15,BROOKLYN,11216,0,1,Traffic Control Disregarded,YAMAHA,Unlicensed,motorcycle,Injured,35,M,1
